Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million,sub-region
China,6/1/2019 0:00,-418830,-289103,-33335,-476488,-4159,-1434710,884920,-1728088,0,Eastern Asia
Ireland,8/1/2020 0:00,207826,-27209,27179,-40929,-45586,233981,-15922,383384,72,Northern Europe
United States of America,6/1/2019 0:00,146453,1161015,-1406436,-426061,-151242,800399,-382978,-215233,0,Northern America
Israel,8/1/2020 0:00,-14388,-101117,-41433,9902,-24173,-53012,-3404,-183581,2457,Western Asia
Netherlands,6/1/2019 0:00,344790,-167771,69761,-65382,72528,393061,482690,1173294,0,Western Europe
Italy,8/1/2020 0:00,15684,-248076,-366670,103373,-118020,-194045,-55077,-818787,60,Southern Europe
Australia,6/1/2019 0:00,88002,152145,1189,148449,110869,912329,56813,1513413,0,Australia and New Zealand
Morocco,6/1/2019 0:00,-12915,-49909,49441,27379,-5980,-2705,43073,92001,0,Northern Africa
Japan,8/1/2020 0:00,-141560,-521393,-635730,-242639,-7628,-753002,-167699,-2425607,103,Eastern Asia
Turkey,6/1/2019 0:00,28318,-147800,59183,236662,-36466,43231,35044,261789,0,Western Asia
Jordan,8/1/2020 0:00,-14979,-74580,-4582,-522,-20027,-27041,17418,-80269,-1,Western Asia
Ireland,6/1/2019 0:00,264408,-27365,26967,-39401,24894,245939,-28649,510410,0,Northern Europe
Kazakhstan,8/1/2020 0:00,-20113,65248,-3139,-27736,-3284,-16407,965,39578,1141,Central Asia
Argentina,6/1/2019 0:00,47834,599392,88811,100557,37,295705,28159,1204112,0,Latin America and the Caribbean
New Zealand,6/1/2019 0:00,750830,-28973,80789,290247,-892,430562,14603,1580783,0,Australia and New Zealand
Russian Federation,6/1/2019 0:00,-199819,308434,189288,-469235,-25661,-100285,-130232,-383893,0,Eastern Europe
Thailand,6/1/2019 0:00,-23978,256869,-97698,165971,25344,71001,-11455,429671,0,South-eastern Asia
United Kingdom of Great Britain and Northern Ireland,6/1/2019 0:00,-98083,-103214,-70621,-519327,12292,-228516,-285162,-1249014,0,Northern Europe
Kyrgyzstan,8/1/2020 0:00,3772,-4552,297,-1319,2166,-2089,2356,44675,1764,Central Asia
Italy,6/1/2019 0:00,-7920,-247594,-372704,-100995,-132204,-196786,-5203,-1019789,0,Southern Europe
Lithuania,6/1/2019 0:00,22709,44367,10006,-15072,2851,-2299,-1588,104591,0,Northern Europe
Latvia,8/1/2020 0:00,11976,37105,-5599,-6984,2482,-8502,-6463,68059,26,Northern Europe
Czechia,6/1/2019 0:00,19249,31252,-8135,-61085,23709,-91979,-44638,-88010,0,Eastern Europe
Costa Rica,6/1/2019 0:00,7475,-27555,1073,161783,-100,-1323,8002,192972,0,Latin America and the Caribbean
Lesotho,8/1/2020 0:00,-1497,-2811,-94,-320,-345,-2541,-1118,35318,159,Sub-Saharan Africa
Poland,6/1/2019 0:00,132063,24076,-34805,-75911,-54513,327514,34514,396555,0,Eastern Europe
Israel,6/1/2019 0:00,-11053,-67599,-38785,-22348,-21417,-48469,11630,-154424,0,Western Asia
Madagascar,6/1/2019 0:00,-1918,-17795,10597,334,43,-20,2021,36879,0,Sub-Saharan Africa
Paraguay,6/1/2019 0:00,-906,32345,-548,555,-1054,70700,-1590,143119,0,Latin America and the Caribbean
Lithuania,8/1/2020 0:00,23377,118071,1530,-23709,40,-2773,1843,162423,66,Northern Europe
Ethiopia,6/1/2019 0:00,-605,-61300,-54,138,3817,5945,33408,24966,0,Sub-Saharan Africa
Serbia,6/1/2019 0:00,707,62512,-3191,37649,1593,-3891,398,139394,0,Southern Europe
Malaysia,6/1/2019 0:00,-36368,-125572,-15812,-31176,11796,-68757,-53118,-275390,0,South-eastern Asia
Luxembourg,8/1/2020 0:00,6019,-2183,-7133,-16701,1938,-9908,-6621,9455,2064,Western Europe
Kenya,6/1/2019 0:00,-13851,-73720,1717,20327,-1968,8759,21296,6177,0,Sub-Saharan Africa
Madagascar,8/1/2020 0:00,-2183,-19758,6564,63,-138,-12,5105,33685,156,Sub-Saharan Africa
Norway,6/1/2019 0:00,-4340,-11975,863348,-63343,-1139,-9251,-31068,785849,0,Northern Europe
Malawi,8/1/2020 0:00,-1098,-2804,-654,350,-218,-185,1452,40887,70,Sub-Saharan Africa
South Africa,6/1/2019 0:00,3202,-29522,21293,344231,-9704,-43085,11426,341458,0,Sub-Saharan Africa
Malaysia,8/1/2020 0:00,-25012,-138182,-20097,-33916,11321,-78974,-54548,-295364,7,South-eastern Asia
Germany,6/1/2019 0:00,134268,-80471,-243005,-859762,-46040,20402,-507630,-1538621,0,Western Europe
Maldives,8/1/2020 0:00,-3669,-1910,10298,-2146,-22,-1436,-2488,42671,1874,Southern Asia
Ecuador,6/1/2019 0:00,-320,-38677,381971,265945,-1714,-693,13819,663948,0,Latin America and the Caribbean
Belgium,6/1/2019 0:00,-4284,-142120,-70774,-70724,9134,141973,-29333,-122511,0,Western Europe
Malta,8/1/2020 0:00,-4604,-2409,-20630,-2118,-7,-6956,-1273,6047,329,Southern Europe
Portugal,6/1/2019 0:00,-25498,-45000,-118913,5733,3326,-84778,8891,-212622,0,Southern Europe
Peru,6/1/2019 0:00,-3434,-79255,91657,253201,-2083,-12793,33244,324154,0,Latin America and the Caribbean
Bolivia (Plurinational State of),6/1/2019 0:00,-987,6805,-956,12666,-547,363,774,61735,0,Latin America and the Caribbean
Mauritius,8/1/2020 0:00,-8976,-10878,-21383,-2249,2144,-3195,-2181,-2674,1,Sub-Saharan Africa
Uruguay,6/1/2019 0:00,43874,33522,10659,9439,25188,153926,-1121,319104,0,Latin America and the Caribbean
Georgia,6/1/2019 0:00,-5021,-6694,-2241,-1205,1727,-7082,-2131,20970,0,Western Asia
Romania,6/1/2019 0:00,-24413,151072,-14809,-52612,16766,-57078,-18797,43746,0,Eastern Europe
Burkina Faso,6/1/2019 0:00,-1715,-10919,-1787,13415,9,-1,11,42630,0,Sub-Saharan Africa
Senegal,6/1/2019 0:00,-5692,-21276,40300,12087,-125,-703,1396,69604,0,Sub-Saharan Africa
Barbados,6/1/2019 0:00,-2538,-1508,-1206,-1487,107,-3476,-1266,32243,0,Latin America and the Caribbean
Chile,6/1/2019 0:00,-13359,-43099,413429,352989,708,-42499,-1343,710443,0,Latin America and the Caribbean
Morocco,8/1/2020 0:00,-19901,-176560,151477,-18905,-3073,-966,31923,8039,214,Northern Africa
Namibia,6/1/2019 0:00,-3593,-9711,58181,-1462,14089,4198,-1599,103720,0,Sub-Saharan Africa
Mozambique,8/1/2020 0:00,-3733,-22150,-1636,6372,-407,-2445,9230,29275,15,Sub-Saharan Africa
Nicaragua,6/1/2019 0:00,7647,-11124,26305,2969,216,29741,6571,105942,0,Latin America and the Caribbean
Iceland,6/1/2019 0:00,-291,-2015,111673,-5569,160,-2314,-3623,141638,0,Northern Europe
Namibia,8/1/2020 0:00,-3508,-5219,33470,-1975,7361,-1849,-417,71907,395,Sub-Saharan Africa
Kyrgyzstan,6/1/2019 0:00,5278,-714,168,-5751,524,-2761,205,40566,0,Central Asia
Nepal,8/1/2020 0:00,-975,-60583,-451,-10588,-140,-32,-22102,-50827,87,Southern Asia
Bosnia and Herzegovina,6/1/2019 0:00,-2963,-5985,-345,-6327,-3380,-13342,-2599,8676,0,Southern Europe
Netherlands,8/1/2020 0:00,366094,-208691,83019,16793,45065,448283,535650,1330257,187,Western Europe
New Zealand,8/1/2020 0:00,404733,-20912,61856,283527,65749,275622,9791,1124410,2,Australia and New Zealand
Croatia,6/1/2019 0:00,-21061,5501,-4058,-22358,4571,-32431,-13639,-39858,0,Southern Europe
Nicaragua,8/1/2020 0:00,13461,-16310,26122,4133,-148,41851,5314,118467,78,Latin America and the Caribbean
Malawi,6/1/2019 0:00,-412,-1419,-209,2809,-131,-95,3289,47449,0,Sub-Saharan Africa
Niger,8/1/2020 0:00,-1982,-30727,-469,-121,536,-422,348,11207,1,Sub-Saharan Africa
Pakistan,6/1/2019 0:00,-5765,143147,31614,16320,-754,23398,-30146,221431,0,Southern Asia
El Salvador,6/1/2019 0:00,-15214,-24785,-2404,-5987,598,-17806,-8082,-30063,0,Latin America and the Caribbean
Uganda,6/1/2019 0:00,10965,-18804,11565,-564,-454,185,1423,47933,0,Sub-Saharan Africa
Hungary,6/1/2019 0:00,-2226,88992,-4345,-10757,17872,36354,4605,174112,0,Eastern Europe
Norway,8/1/2020 0:00,-10744,-12727,749894,-60167,-1906,-14873,-27082,666439,41,Northern Europe
Greece,6/1/2019 0:00,-474,-28032,26246,104260,-4902,-113649,-4475,22591,0,Southern Europe
Armenia,6/1/2019 0:00,-3025,-3309,1881,-9,-723,-5819,2273,34886,0,Western Asia
Slovakia,6/1/2019 0:00,-6089,11847,-4019,-28235,4847,-39172,-22360,-39564,0,Eastern Europe
"Taiwan, Province of China",6/1/2019 0:00,-54352,-123902,57501,-59681,-297,-143780,-23844,-304738,0,Eastern Asia
Austria,6/1/2019 0:00,33259,-9388,-22731,-88271,-9049,8999,-41906,-85470,0,Western Europe
Belize,6/1/2019 0:00,-1582,102,968,2539,4,-173,328,45803,0,Latin America and the Caribbean
Dominican Republic,6/1/2019 0:00,-20917,-27769,-9976,26273,1785,-16319,2011,-1295,0,Latin America and the Caribbean
Niger,6/1/2019 0:00,-2363,-27681,-292,-401,1433,-381,5659,19591,0,Sub-Saharan Africa
Paraguay,8/1/2020 0:00,-846,50350,-446,1187,-962,92499,-1775,184051,257,Latin America and the Caribbean
Switzerland,6/1/2019 0:00,-2984,-18200,-47502,-122866,-6909,-48257,-32577,-235678,0,Western Europe
Peru,8/1/2020 0:00,-15117,-117256,94549,325903,-902,-10020,58049,379250,1738,Latin America and the Caribbean
Latvia,6/1/2019 0:00,11796,30835,-3011,-12131,2356,-8081,-6066,59315,0,Northern Europe
Philippines,8/1/2020 0:00,-96067,-275854,-6707,113470,-4799,-84136,-10475,-320524,297,South-eastern Asia
Indonesia,6/1/2019 0:00,-63926,-232913,153256,-24071,-43826,-40508,-65568,-273939,0,South-eastern Asia
Poland,8/1/2020 0:00,122504,86567,-38675,-56506,-42526,312511,67320,495239,175,Eastern Europe
"Korea, Republic of",6/1/2019 0:00,-69488,-279581,-201005,-136662,-5695,-347602,-16461,-1012877,0,Eastern Asia
Portugal,8/1/2020 0:00,-29033,-85998,-76498,-31648,11516,-75112,-3161,-245890,287,Southern Europe
Nigeria,6/1/2019 0:00,-33133,-113525,-58402,8131,-2,-1,-933,-154248,0,Sub-Saharan Africa
Philippines,6/1/2019 0:00,-94682,-173897,-9837,204160,-3192,-81735,-8947,-124513,0,South-eastern Asia
Romania,8/1/2020 0:00,-37747,79809,-16418,-40494,30020,-66845,-7752,-15383,806,Eastern Europe
Burundi,6/1/2019 0:00,-115,-5530,-173,23,-28,25,-336,37483,0,Sub-Saharan Africa
Japan,6/1/2019 0:00,-139762,-522364,-691926,-363345,-10878,-833114,-194951,-2712723,0,Eastern Asia
Slovenia,6/1/2019 0:00,674,-1437,-5945,-11634,8352,-6060,-9223,18344,0,Southern Europe
Colombia,6/1/2019 0:00,-6805,-59570,-2871,62228,277,-12682,-6556,17638,0,Latin America and the Caribbean
Cyprus,6/1/2019 0:00,14272,-6628,-3464,-6236,-79,-8068,2664,36078,0,Western Asia
Guyana,6/1/2019 0:00,-1030,4868,5632,73,69,-44,-1150,52035,0,Latin America and the Caribbean
Cambodia,6/1/2019 0:00,-3428,18502,-384,3479,-746,-1359,-220,59461,0,South-eastern Asia
Eswatini,6/1/2019 0:00,-1939,-4973,-213,1211,-131,-719,-1487,35366,0,Sub-Saharan Africa
Saint Vincent and the Grenadines,6/1/2019 0:00,-646,-238,29,55,5,-1061,-15,41746,0,Latin America and the Caribbean
Togo,6/1/2019 0:00,-955,-2744,-2168,709,-6,-1234,-69,37150,0,Sub-Saharan Africa
Senegal,8/1/2020 0:00,-5725,-61122,22592,5325,-184,-720,-5288,-1078,94,Sub-Saharan Africa
Benin,6/1/2019 0:00,-485,-35885,-9004,12173,-46,-6393,-94,3883,0,Sub-Saharan Africa
Serbia,8/1/2020 0:00,3039,36666,-3265,48757,912,-6714,11759,135198,784,Southern Europe
Seychelles,8/1/2020 0:00,-933,-411,-11929,-571,37,-397,-632,29208,61,Sub-Saharan Africa
Zambia,6/1/2019 0:00,-475,113,-7842,-1289,-95,-891,-470,32668,0,Sub-Saharan Africa
Bulgaria,6/1/2019 0:00,-4790,101887,-4752,-9015,-438,-18793,1040,108756,0,Eastern Europe
Singapore,8/1/2020 0:00,-67072,-20312,-41865,-45226,-15241,-69315,-56454,-271441,891,South-eastern Asia
Congo,6/1/2019 0:00,-1319,-2201,-6770,-130,-3,-19239,-544,13411,0,Sub-Saharan Africa
Slovakia,8/1/2020 0:00,-11798,35772,-3631,-24099,11133,-46906,-12810,-8295,66,Eastern Europe
Luxembourg,6/1/2019 0:00,5479,-3446,-7779,-18546,881,-11150,-7618,1438,0,Western Europe
Slovenia,8/1/2020 0:00,947,116,-5408,-11921,1560,-3753,-6144,19441,111,Southern Europe
Sweden,6/1/2019 0:00,-58373,-3174,-52410,-80619,-2406,-72462,-54898,-280725,0,Northern Europe
Estonia,6/1/2019 0:00,11297,3583,3656,-13304,976,-5812,-5835,38178,0,Northern Europe
South Africa,8/1/2020 0:00,1746,-79840,12743,466507,-5582,-9634,4451,434435,2538,Sub-Saharan Africa
Cabo Verde,6/1/2019 0:00,-2810,-3968,531,-1137,-7,-1973,-913,33340,0,Sub-Saharan Africa
Seychelles,6/1/2019 0:00,-1486,-670,-4490,-1237,134,-1136,-833,33899,0,Sub-Saharan Africa
Kazakhstan,6/1/2019 0:00,-13155,77155,-5286,-48066,4555,-15227,-6066,37527,0,Central Asia
Singapore,6/1/2019 0:00,-62463,-24136,-39909,-47153,-14468,-65480,-41778,-251770,0,South-eastern Asia
Spain,8/1/2020 0:00,-20043,-273514,-171402,475682,27051,648110,164348,894276,605,Southern Europe
Curaçao,6/1/2019 0:00,-2101,-490,-838,-1634,-7,-4211,-1627,32709,0,Latin America and the Caribbean
Malta,6/1/2019 0:00,-4518,-814,-29760,-2825,-6,-4657,-1444,-407,0,Southern Europe
Fiji,6/1/2019 0:00,-3894,-2224,4274,-710,-115,-2497,-1450,37001,0,Melanesia
Aruba,6/1/2019 0:00,-2336,-266,-1820,-1733,-46,-4600,-1809,31007,0,Latin America and the Caribbean
Mozambique,6/1/2019 0:00,-2971,-32621,5071,9925,-568,-2578,2110,21985,0,Sub-Saharan Africa
Sweden,8/1/2020 0:00,-67808,31998,-41621,-90987,-551,-75731,-49217,-249873,290,Northern Europe
Switzerland,8/1/2020 0:00,-2833,-18693,-47061,-113382,-9688,-58387,-27013,-233013,220,Western Europe
Macao,6/1/2019 0:00,-7109,-2557,-11226,-5989,-3533,-14832,-4476,-6105,0,Eastern Asia
Finland,6/1/2019 0:00,10364,6487,-24058,-39227,-181,-8150,-27317,-38465,0,Northern Europe
Mauritius,6/1/2019 0:00,-10643,-13848,-3043,-2359,678,-3510,-2562,8330,0,Sub-Saharan Africa
Maldives,6/1/2019 0:00,-5795,-2340,1105,-4363,-11,-5100,-4574,22539,0,Southern Asia
Bahrain,6/1/2019 0:00,-11783,-5701,5315,-13294,-920,-17665,-8510,-8941,0,Western Asia
Thailand,8/1/2020 0:00,-30484,143158,-130332,276183,51896,79734,4007,438206,1,South-eastern Asia
Hong Kong,6/1/2019 0:00,-83393,-21921,-215954,-106538,-24541,-341459,-62280,-812469,0,Eastern Asia
"Tanzania, United Republic of",6/1/2019 0:00,-505,14454,10464,1257,1892,23,10230,81432,0,Sub-Saharan Africa
Samoa,6/1/2019 0:00,-1164,-191,1680,-48,-17,-2550,10,41337,0,Polynesia
Brunei Darussalam,6/1/2019 0:00,-2915,-5305,-2543,-3062,-298,-1375,-2283,25836,0,South-eastern Asia
United Arab Emirates,6/1/2019 0:00,-65407,-67086,-35488,-62342,-4304,-151184,-58825,-401019,0,Western Asia
Antigua and Barbuda,6/1/2019 0:00,-700,-60,-456,-551,-4,-1664,-703,39479,0,Latin America and the Caribbean
Turkey,8/1/2020 0:00,33497,-161770,68844,202209,-7767,34374,48764,262195,155,Western Asia
Saint Lucia,6/1/2019 0:00,-1320,-127,-277,570,-19,-1621,-675,40148,0,Latin America and the Caribbean
Sao Tome and Principe,6/1/2019 0:00,-236,-65,-17,-5,-8,-409,-108,42769,0,Sub-Saharan Africa
Bermuda,6/1/2019 0:00,-963,-71,-982,-1224,-29,-1560,-830,37958,0,Northern America
India,6/1/2019 0:00,21960,534291,481197,-243554,88,241934,36835,1116368,0,Southern Asia
United Kingdom of Great Britain and Northern Ireland,8/1/2020 0:00,-139980,-157680,-71358,-407916,22073,-187026,-248128,-1145971,146,Northern Europe
Dominica,6/1/2019 0:00,-389,-35,-47,-29,-16,-573,-78,42450,0,Latin America and the Caribbean
Guatemala,6/1/2019 0:00,-15907,-41509,1276,79621,-1037,-18819,15979,63221,0,Latin America and the Caribbean
Uruguay,8/1/2020 0:00,53495,26165,12900,7568,-422,115233,-1348,257635,67,Latin America and the Caribbean
"Palestine, State of",6/1/2019 0:00,-10761,-11063,-1013,-8078,-18066,-4802,322,-9844,0,Western Asia
Honduras,6/1/2019 0:00,-2397,-14324,9977,20855,-1402,-7001,1078,50403,0,Latin America and the Caribbean
France,7/1/2019 0:00,209580,489721,-332565,-378153,176811,-142623,-130310,-63892,0,Western Europe
Spain,7/1/2019 0:00,-48547,-268539,-260811,592874,53767,502414,235829,850634,0,Southern Europe
Brazil,7/1/2019 0:00,-19328,887484,-43978,-2559,28325,1310349,-25769,2178171,0,Latin America and the Caribbean
Zambia,8/1/2020 0:00,-447,5017,-4506,-19,690,-293,566,45052,172,Sub-Saharan Africa
Canada,7/1/2019 0:00,-17720,339054,368737,-321662,69433,270327,163271,915087,0,Northern America
Denmark,7/1/2019 0:00,169731,3732,28481,-53808,127391,237483,-24808,531849,0,Northern Europe
China,7/1/2019 0:00,-457287,-218159,-220174,-465981,-8791,-1606503,824228,-2109020,0,Eastern Asia
United States of America,7/1/2019 0:00,127293,1082169,-1190114,-211718,-138937,842040,-431053,123327,0,Northern America
Netherlands,7/1/2019 0:00,425720,-230816,63412,-101406,75518,450351,600152,1326578,0,Western Europe
Australia,7/1/2019 0:00,46426,207433,36289,177692,111691,914586,35421,1573185,0,Australia and New Zealand
Morocco,7/1/2019 0:00,-11347,-87305,71742,1631,-4417,-5356,38404,46999,0,Northern Africa
Turkey,7/1/2019 0:00,35104,-274946,63616,202389,-54370,54915,28704,99059,0,Western Asia
Ireland,7/1/2019 0:00,254296,-26977,28923,-40242,-4041,233994,-27551,462049,0,Northern Europe
Argentina,7/1/2019 0:00,57479,828866,135159,86471,-1190,286652,47208,1484292,0,Latin America and the Caribbean
Argentina,9/1/2020 0:00,111270,595294,161453,3330,-2596,291525,58679,1263030,2681,Latin America and the Caribbean
New Zealand,7/1/2019 0:00,831027,-12391,91000,267116,7038,363167,10153,1600757,0,Australia and New Zealand
Armenia,9/1/2020 0:00,-3497,-13628,3536,3664,1483,-5183,924,31374,685,Western Asia
Russian Federation,7/1/2019 0:00,-230483,706600,295216,-395702,-17998,-98718,-30956,271606,0,Eastern Europe
Thailand,7/1/2019 0:00,-34082,216844,-89167,296858,22433,73392,-13245,516680,0,South-eastern Asia
Australia,9/1/2020 0:00,73816,155934,43073,85466,97120,724104,46447,1270035,75,Australia and New Zealand
United Kingdom of Great Britain and Northern Ireland,7/1/2019 0:00,-121469,-100180,-44485,-472271,9857,-243295,-271640,-1199836,0,Northern Europe
Austria,9/1/2020 0:00,44251,-9145,-22377,-84829,-10528,42541,-27594,-23606,422,Western Europe
Italy,7/1/2019 0:00,-24575,-183189,-401269,-76004,-136930,-244093,-42669,-1065082,0,Southern Europe
Lithuania,7/1/2019 0:00,26038,20627,-8837,-22815,3355,-3044,-332,58639,0,Northern Europe
Czechia,7/1/2019 0:00,20634,29733,-8160,-50524,24559,-92479,-36369,-68959,0,Eastern Europe
Bahrain,9/1/2020 0:00,-7809,-13382,2910,-12214,-2309,-20280,-9174,-18183,2779,Western Asia
Costa Rica,7/1/2019 0:00,10309,-28205,2340,153105,20,-107,10297,191406,0,Latin America and the Caribbean
Poland,7/1/2019 0:00,154776,34966,-45087,-45803,-54992,316551,45921,449979,0,Eastern Europe
Barbados,9/1/2020 0:00,-2840,-236,-793,-1313,150,-1179,-1191,36673,80,Latin America and the Caribbean
Israel,7/1/2019 0:00,-8358,-82409,-43887,-14696,-38032,-38315,199,-181851,0,Western Asia
Madagascar,7/1/2019 0:00,-2555,-13901,10511,183,-245,40,4658,42338,0,Sub-Saharan Africa
Belgium,9/1/2020 0:00,24359,-130194,-72181,-132267,20361,124936,27196,-93715,567,Western Europe
Paraguay,7/1/2019 0:00,-2026,65908,-318,752,-826,92963,-1726,198374,0,Latin America and the Caribbean
Belize,9/1/2020 0:00,-1486,11,1763,3880,108,-143,-206,48002,1420,Latin America and the Caribbean
Ethiopia,7/1/2019 0:00,-1279,-21907,2,315,14111,6588,37714,79191,0,Sub-Saharan Africa
Benin,9/1/2020 0:00,-786,-43450,-8622,1584,-30,-5976,-207,-13412,7,Sub-Saharan Africa
Malaysia,7/1/2019 0:00,-32765,-142860,-21284,-32665,8530,-77472,-68009,-322878,0,South-eastern Asia
Serbia,7/1/2019 0:00,-983,52967,-2239,47289,3243,-4148,12473,152249,0,Southern Europe
Kenya,7/1/2019 0:00,-15385,-50680,-481,22208,-1021,5823,5636,9747,0,Sub-Saharan Africa
Bosnia and Herzegovina,9/1/2020 0:00,-2844,-8760,-753,1232,-3508,-7680,-1468,20294,1190,Southern Europe
Belgium,7/1/2019 0:00,43214,-126091,-82019,-75232,22088,157626,34570,17803,0,Western Europe
South Africa,7/1/2019 0:00,3964,-20185,13019,457048,-7611,-38386,11467,462963,0,Sub-Saharan Africa
Brazil,9/1/2020 0:00,-51797,878813,-23157,50355,64482,1229375,-8919,2183227,2540,Latin America and the Caribbean
Germany,7/1/2019 0:00,150939,-65946,-202496,-859556,-54364,103802,-422232,-1306206,0,Western Europe
Ecuador,7/1/2019 0:00,-614,-30405,394150,227915,-2112,-833,14934,646682,0,Latin America and the Caribbean
Bulgaria,9/1/2020 0:00,-7055,75362,-4583,-6599,2698,-27732,-4116,72050,259,Eastern Europe
Norway,7/1/2019 0:00,-6954,-11484,844894,-52854,-360,-12420,-24034,780435,0,Northern Europe
Burkina Faso,9/1/2020 0:00,-2073,-13964,-1692,4462,-8,-1,-170,30629,4,Sub-Saharan Africa
Portugal,7/1/2019 0:00,-30714,-90942,-111123,-7785,6422,-104897,870,-294522,0,Southern Europe
Peru,7/1/2019 0:00,-38266,-113760,98781,282890,-1256,-13394,57138,315780,0,Latin America and the Caribbean
Cambodia,9/1/2020 0:00,-3230,19979,-657,11427,-3320,-2287,-122,65865,0,South-eastern Asia
Bolivia (Plurinational State of),7/1/2019 0:00,-1040,7418,-1154,11452,-791,293,1063,60888,0,Latin America and the Caribbean
Uruguay,7/1/2019 0:00,61815,20743,9855,10733,-481,115450,-1171,260591,0,Latin America and the Caribbean
Canada,9/1/2020 0:00,-32395,448818,173645,-291991,57800,306296,457618,1163866,169,Northern America
Georgia,7/1/2019 0:00,-6681,-8486,-1218,6547,1978,-8419,-1528,25840,0,Western Asia
Burkina Faso,7/1/2019 0:00,-2194,-14007,-1693,8481,17,-21,141,34371,0,Sub-Saharan Africa
Senegal,7/1/2019 0:00,-5963,-41091,41219,21374,-118,-1068,-45,57955,0,Sub-Saharan Africa
Romania,7/1/2019 0:00,-31645,255963,-16957,-38288,41712,-69503,-3568,181361,0,Eastern Europe
Chile,9/1/2020 0:00,-17538,-98513,325924,271434,-229,-43652,-16147,465354,1264,Latin America and the Caribbean
Barbados,7/1/2019 0:00,-2835,-1555,-1654,-1532,59,-2676,-1874,31580,0,Latin America and the Caribbean
China,9/1/2020 0:00,-501507,-957731,11115,-200631,-14562,-2224426,628402,-3215265,0,Eastern Asia
Namibia,7/1/2019 0:00,-4306,-7064,56607,-2222,14547,8028,-1949,107288,0,Sub-Saharan Africa
Colombia,9/1/2020 0:00,-11220,-133390,-687,69695,3643,-6866,-16547,-51297,2631,Latin America and the Caribbean
Chile,7/1/2019 0:00,-9003,-85031,441218,411156,-1621,-55067,931,746230,0,Latin America and the Caribbean
Nicaragua,7/1/2019 0:00,12080,-14944,38503,3878,-533,37680,3139,123450,0,Latin America and the Caribbean
Congo,9/1/2020 0:00,-3444,-7746,-5486,-105,4,-14420,-987,11891,26,Sub-Saharan Africa
Iceland,7/1/2019 0:00,-546,-1308,160814,-5970,139,-1363,-3737,191676,0,Northern Europe
Costa Rica,9/1/2020 0:00,5700,-23167,74,160998,-40,5335,7528,200503,2440,Latin America and the Caribbean
Kyrgyzstan,7/1/2019 0:00,5665,-1228,105,-3827,457,-2208,2851,45462,0,Central Asia
Bosnia and Herzegovina,7/1/2019 0:00,-3109,-14375,-468,-2277,-2679,-15210,-1185,4344,0,Southern Europe
Croatia,9/1/2020 0:00,-15263,20662,8516,-14526,6073,-20014,-7122,22401,872,Southern Europe
Croatia,7/1/2019 0:00,-25351,24993,-4978,-20845,2154,-36327,-12705,-29412,0,Southern Europe
Cyprus,9/1/2020 0:00,14236,-8646,-253,-6373,-306,-4447,-1113,37173,153,Western Asia
Malawi,7/1/2019 0:00,-1360,-5659,-576,4749,-188,-106,5863,46370,0,Sub-Saharan Africa
Pakistan,7/1/2019 0:00,-4744,207110,17312,30640,-1350,23979,-46516,270078,0,Southern Asia
El Salvador,7/1/2019 0:00,-20116,-14518,-2405,-6911,571,-21750,-7441,-28923,0,Latin America and the Caribbean
Denmark,9/1/2020 0:00,147191,21174,73563,-58615,117935,280747,-23035,603035,217,Northern Europe
Uganda,7/1/2019 0:00,2834,-11058,11851,-151,-587,-37,3449,49948,0,Sub-Saharan Africa
Hungary,7/1/2019 0:00,-853,95214,-4409,-2357,18358,32934,11127,193661,0,Eastern Europe
Greece,7/1/2019 0:00,-1280,-19665,16454,57229,-5374,-123997,-13631,-46617,0,Southern Europe
Dominican Republic,9/1/2020 0:00,-30582,-30566,-7271,24375,-523,-13070,337,-13225,717,Latin America and the Caribbean
Slovakia,7/1/2019 0:00,-8992,20200,-3875,-26634,5994,-42160,-16943,-28763,0,Eastern Europe
Ecuador,9/1/2020 0:00,-713,-28939,309755,250611,-2114,-825,12954,584804,635,Latin America and the Caribbean
Armenia,7/1/2019 0:00,-3139,-6554,2124,2535,-154,-5921,1821,34359,0,Western Asia
"Taiwan, Province of China",7/1/2019 0:00,-53955,-123720,58975,-65562,-849,-140772,-22016,-304252,0,Eastern Asia
El Salvador,9/1/2020 0:00,-16878,-17849,511,-8900,-60,-16810,-9454,-25365,362,Latin America and the Caribbean
Austria,7/1/2019 0:00,32769,-33965,-23618,-89190,-13068,8443,-35620,-110602,0,Western Europe
Belize,7/1/2019 0:00,-2327,-1467,2108,3291,-161,-121,579,45549,0,Latin America and the Caribbean
Dominican Republic,7/1/2019 0:00,-17008,-31880,-11736,25282,601,-19343,1012,-9425,0,Latin America and the Caribbean
Estonia,9/1/2020 0:00,12084,62294,1706,-10313,4474,-3756,-1136,109428,147,Northern Europe
Niger,7/1/2019 0:00,-1133,-30484,-292,-337,1361,-239,5952,18475,0,Sub-Saharan Africa
Eswatini,9/1/2020 0:00,-2345,-6101,-269,1158,-299,-512,-1050,34657,537,Sub-Saharan Africa
Switzerland,7/1/2019 0:00,-1109,-13167,-46551,-104130,-7970,-54998,-26039,-210317,0,Western Europe
Ethiopia,9/1/2020 0:00,-4914,-23124,21,274,2257,4811,41298,64698,175,Sub-Saharan Africa
Latvia,7/1/2019 0:00,11880,3696,-4316,-12750,3219,-9490,-6795,29091,0,Northern Europe
